User_Login,User_Code,Status,Semester,Term_ID,Major_ID,Campus,Value,Average_Grade,Prefix_Subject
namhhpf15030,PF15030,HDI,1,30,1,ph,1,8.40000,COM
namhhpf15030,PF15030,HDI,1,30,1,ph,1,8.66667,ENT
namhhpf15030,PF15030,HDI,2,33,12,ph,1,8.96667,MOB
namhhpf15030,PF15030,HDI,1,30,1,ph,1,7.50000,MUL
namhhpf15030,PF15030,HDI,1,30,1,ph,1,8.80000,SKI
namhhpf15030,PF15030,HDI,3,34,12,ph,1,8.80000,SOF
namhhpf15030,PF15030,HDI,2,33,12,ph,1,8.90000,WEB
phuongndpf15035,PF15035,HDI,1,30,1,ph,1,6.55000,COM
phuongndpf15035,PF15035,HDI,1,30,1,ph,1,7.00000,ENT
phuongndpf15035,PF15035,HDI,2,33,12,ph,1,6.20000,MOB
phuongndpf15035,PF15035,HDI,1,30,1,ph,1,7.10000,MUL
phuongndpf15035,PF15035,HDI,1,30,1,ph,1,7.10000,SKI
phuongndpf15035,PF15035,HDI,3,34,12,ph,1,6.10000,SOF
phuongndpf15035,PF15035,HDI,2,33,12,ph,0,5.65000,WEB
quanndpf15050,PF15050,HDI,1,30,1,ph,0,4.72500,COM
quanndpf15050,PF15050,HDI,1,30,1,ph,1,3.25000,ENT
quanndpf15050,PF15050,HDI,2,33,12,ph,1,2.96667,MOB
quanndpf15050,PF15050,HDI,1,30,1,ph,1,5.60000,MUL
quanndpf15050,PF15050,HDI,1,30,1,ph,1,7.70000,SKI
quanndpf15050,PF15050,HDI,3,34,12,ph,-1,0.90000,SOF
quanndpf15050,PF15050,HDI,2,33,12,ph,0,4.55000,WEB
manhtdpf15051,PF15051,HDI,1,30,1,ph,1,6.87500,COM
manhtdpf15051,PF15051,HDI,1,30,1,ph,1,3.05000,ENT
manhtdpf15051,PF15051,HDI,2,33,12,ph,-1,4.95000,MOB
manhtdpf15051,PF15051,HDI,1,30,1,ph,1,5.70000,MUL
manhtdpf15051,PF15051,HDI,1,30,1,ph,1,8.10000,SKI
manhtdpf15051,PF15051,HDI,3,34,12,ph,0,3.50000,SOF
manhtdpf15051,PF15051,HDI,2,33,12,ph,-1,5.10000,WEB
quangnhtpf15055,PF15055,HDI,1,30,1,ph,1,6.95000,COM
quangnhtpf15055,PF15055,HDI,1,30,1,ph,1,6.43333,ENT
quangnhtpf15055,PF15055,HDI,2,33,12,ph,1,7.43333,MOB
quangnhtpf15055,PF15055,HDI,1,30,1,ph,1,7.50000,MUL
quangnhtpf15055,PF15055,HDI,1,30,1,ph,1,8.20000,SKI
quangnhtpf15055,PF15055,HDI,3,34,12,ph,1,7.20000,SOF
quangnhtpf15055,PF15055,HDI,2,33,12,ph,1,8.65000,WEB
tienlmpf15064,PF15064,HDI,1,30,1,ph,0,3.50000,COM
tienlmpf15064,PF15064,HDI,1,30,1,ph,0,4.80000,ENT
tienlmpf15064,PF15064,HDI,2,33,12,ph,-1,0.00000,MOB
tienlmpf15064,PF15064,HDI,1,30,1,ph,1,6.70000,MUL
tienlmpf15064,PF15064,HDI,1,30,1,ph,1,7.50000,SKI
tienlmpf15064,PF15064,HDI,3,34,12,ph,-1,0.00000,SOF
tienlmpf15064,PF15064,HDI,2,33,12,ph,-1,0.60000,WEB
cuongdmpf15069,PF15069,HDI,1,30,1,ph,1,4.77500,COM
cuongdmpf15069,PF15069,HDI,1,30,1,ph,1,4.55000,ENT
cuongdmpf15069,PF15069,HDI,2,33,12,ph,-1,0.70000,MOB
cuongdmpf15069,PF15069,HDI,1,30,1,ph,1,7.20000,MUL
cuongdmpf15069,PF15069,HDI,1,30,1,ph,1,7.90000,SKI
cuongdmpf15069,PF15069,HDI,3,34,12,ph,-1,0.00000,SOF
cuongdmpf15069,PF15069,HDI,2,33,12,ph,-1,3.25000,WEB
tholmpf15070,PF15070,HDI,1,30,1,ph,0,3.90000,COM
tholmpf15070,PF15070,HDI,1,30,1,ph,1,2.85000,ENT
tholmpf15070,PF15070,HDI,2,33,12,ph,-1,0.13333,MOB
tholmpf15070,PF15070,HDI,1,30,1,ph,1,6.10000,MUL
tholmpf15070,PF15070,HDI,1,30,1,ph,1,7.60000,SKI
tholmpf15070,PF15070,HDI,3,34,12,ph,-1,0.00000,SOF
tholmpf15070,PF15070,HDI,2,33,12,ph,-1,2.95000,WEB
thanhncpf15093,PF15093,HDI,1,30,1,ph,0,2.60000,COM
thanhncpf15093,PF15093,HDI,1,30,1,ph,1,1.86667,ENT
thanhncpf15093,PF15093,HDI,2,33,12,ph,-1,0.00000,MOB
thanhncpf15093,PF15093,HDI,1,30,1,ph,1,7.50000,MUL
thanhncpf15093,PF15093,HDI,1,30,1,ph,1,7.20000,SKI
thanhncpf15093,PF15093,HDI,3,34,12,ph,-1,0.00000,SOF
thanhncpf15093,PF15093,HDI,2,33,12,ph,-1,0.00000,WEB
duongnvpf15098,PF15098,HDI,1,30,1,ph,1,7.05000,COM
duongnvpf15098,PF15098,HDI,1,30,1,ph,1,5.70000,ENT
duongnvpf15098,PF15098,HDI,2,33,12,ph,1,6.50000,MOB
duongnvpf15098,PF15098,HDI,1,30,1,ph,1,7.40000,MUL
duongnvpf15098,PF15098,HDI,1,30,1,ph,1,7.20000,SKI
duongnvpf15098,PF15098,HDI,3,34,12,ph,0,5.70000,SOF
duongnvpf15098,PF15098,HDI,2,33,12,ph,1,5.95000,WEB
doctpf15102,PF15102,HDI,1,30,1,ph,1,7.37500,COM
doctpf15102,PF15102,HDI,1,30,1,ph,1,7.73333,ENT
doctpf15102,PF15102,HDI,2,33,12,ph,1,7.40000,MOB
doctpf15102,PF15102,HDI,1,30,1,ph,1,7.30000,MUL
doctpf15102,PF15102,HDI,1,30,1,ph,1,7.70000,SKI
doctpf15102,PF15102,HDI,3,34,12,ph,1,7.70000,SOF
doctpf15102,PF15102,HDI,2,33,12,ph,0,5.55000,WEB
cuongndpf15142,PF15142,HDI,1,30,1,ph,1,8.57500,COM
cuongndpf15142,PF15142,HDI,1,30,1,ph,1,8.90000,ENT
cuongndpf15142,PF15142,HDI,2,33,12,ph,1,9.03333,MOB
cuongndpf15142,PF15142,HDI,1,30,1,ph,1,8.60000,MUL
cuongndpf15142,PF15142,HDI,1,30,1,ph,1,8.40000,SKI
cuongndpf15142,PF15142,HDI,3,34,12,ph,1,8.90000,SOF
cuongndpf15142,PF15142,HDI,2,33,12,ph,1,8.50000,WEB
trungmqpf15149,PF15149,HDI,1,30,1,ph,1,7.85000,COM
trungmqpf15149,PF15149,HDI,1,30,1,ph,1,5.45000,ENT
trungmqpf15149,PF15149,HDI,2,33,12,ph,1,7.13333,MOB
trungmqpf15149,PF15149,HDI,1,30,1,ph,1,7.20000,MUL
trungmqpf15149,PF15149,HDI,1,30,1,ph,1,7.90000,SKI
trungmqpf15149,PF15149,HDI,3,34,12,ph,1,7.30000,SOF
trungmqpf15149,PF15149,HDI,2,33,12,ph,1,6.85000,WEB
hungnvpf15158,PF15158,HDI,1,30,1,ph,0,3.45000,COM
hungnvpf15158,PF15158,HDI,1,30,1,ph,0,1.36667,ENT
hungnvpf15158,PF15158,HDI,2,33,12,ph,-1,0.00000,MOB
hungnvpf15158,PF15158,HDI,1,30,1,ph,1,7.00000,MUL
hungnvpf15158,PF15158,HDI,1,30,1,ph,1,7.50000,SKI
hungnvpf15158,PF15158,HDI,3,34,12,ph,-1,0.00000,SOF
hungnvpf15158,PF15158,HDI,2,33,12,ph,-1,0.60000,WEB
ngandtkpf15166,PF15166,HDI,1,30,1,ph,1,8.15000,COM
ngandtkpf15166,PF15166,HDI,1,30,1,ph,1,8.10000,ENT
ngandtkpf15166,PF15166,HDI,2,33,12,ph,1,8.63333,MOB
ngandtkpf15166,PF15166,HDI,1,30,1,ph,1,8.20000,MUL
ngandtkpf15166,PF15166,HDI,1,30,1,ph,1,8.30000,SKI
ngandtkpf15166,PF15166,HDI,3,34,12,ph,1,7.90000,SOF
ngandtkpf15166,PF15166,HDI,2,33,12,ph,1,7.55000,WEB
anhtdph05679,PH05679,HDI,1,26,1,ph,1,9.58000,COM
anhtdph05679,PH05679,HDI,1,26,1,ph,1,8.33000,ENT
anhtdph05679,PH05679,HDI,2,27,1,ph,1,9.25000,MOB
anhtdph05679,PH05679,HDI,1,26,1,ph,1,9.00000,MUL
anhtdph05679,PH05679,HDI,1,26,1,ph,1,8.60000,SKI
anhtdph05679,PH05679,HDI,3,28,1,ph,1,9.60000,SOF
anhtdph05679,PH05679,HDI,1,26,1,ph,1,8.00000,VIE
anhtdph05679,PH05679,HDI,3,28,1,ph,1,9.90000,WEB
anhtnph06685,PH06685,HDI,1,24,1,ph,1,8.60000,COM
anhtnph06685,PH06685,HDI,1,24,1,ph,1,7.15000,ENT
anhtnph06685,PH06685,HDI,2,26,1,ph,1,8.35000,MOB
anhtnph06685,PH06685,HDI,1,24,1,ph,1,7.50000,MUL
anhtnph06685,PH06685,HDI,3,27,1,ph,1,7.20000,SOF
anhtnph06685,PH06685,HDI,1,24,1,ph,1,7.30000,VIE
anhtnph06685,PH06685,HDI,3,27,1,ph,1,7.80000,WEB
phudvph06687,PH06687,HDI,1,24,14,ph,1,7.46667,COM
phudvph06687,PH06687,HDI,1,24,14,ph,1,6.02000,ENT
phudvph06687,PH06687,HDI,2,26,14,ph,1,6.80000,MOB
phudvph06687,PH06687,HDI,1,24,14,ph,1,8.10000,MUL
phudvph06687,PH06687,HDI,1,24,14,ph,1,6.70000,VIE
phudvph06687,PH06687,HDI,2,26,14,ph,1,7.66667,WEB
longkcph06690,PH06690,HDI,1,24,1,ph,1,6.66000,COM
longkcph06690,PH06690,HDI,2,30,23,ph,1,7.78333,DOM
longkcph06690,PH06690,HDI,1,24,1,ph,0,5.00588,ENT
longkcph06690,PH06690,HDI,2,30,23,ph,1,7.40000,MAR
longkcph06690,PH06690,HDI,2,26,1,ph,1,4.15000,MOB
longkcph06690,PH06690,HDI,1,24,1,ph,1,6.80000,MUL
longkcph06690,PH06690,HDI,3,27,1,ph,1,6.60000,SOF
longkcph06690,PH06690,HDI,1,24,1,ph,1,5.50000,VIE
longkcph06690,PH06690,HDI,3,27,1,ph,0,6.00000,WEB
hungnhph06693,PH06693,HDI,1,24,3,ph,1,6.83333,COM
hungnhph06693,PH06693,HDI,1,24,3,ph,-1,5.33636,ENT
hungnhph06693,PH06693,HDI,2,26,3,ph,1,7.20000,MOB
hungnhph06693,PH06693,HDI,1,24,3,ph,1,6.80000,MUL
hungnhph06693,PH06693,HDI,1,24,3,ph,-1,4.60000,VIE
hungnhph06693,PH06693,HDI,2,26,3,ph,0,4.63333,WEB
vinhdtph06696,PH06696,HDI,1,24,1,ph,1,8.84000,COM
vinhdtph06696,PH06696,HDI,1,24,1,ph,1,7.20000,ENT
vinhdtph06696,PH06696,HDI,2,26,1,ph,1,8.10000,MOB
vinhdtph06696,PH06696,HDI,1,24,1,ph,1,8.20000,MUL
vinhdtph06696,PH06696,HDI,3,27,1,ph,1,8.10000,SOF
vinhdtph06696,PH06696,HDI,1,24,1,ph,1,9.00000,VIE
vinhdtph06696,PH06696,HDI,3,27,1,ph,1,8.65000,WEB
giangtmph06701,PH06701,HDI,1,24,3,ph,1,5.30000,COM
giangtmph06701,PH06701,HDI,1,24,3,ph,1,7.15000,ENT
giangtmph06701,PH06701,HDI,2,26,3,ph,0,0.90000,MOB
giangtmph06701,PH06701,HDI,1,24,3,ph,1,6.55000,MUL
giangtmph06701,PH06701,HDI,1,24,3,ph,1,5.60000,VIE
giangtmph06701,PH06701,HDI,2,26,3,ph,0,0.64000,WEB
thanhvdph06709,PH06709,HDI,1,24,1,ph,1,5.10000,COM
thanhvdph06709,PH06709,HDI,1,24,1,ph,-1,2.00000,ENT
thanhvdph06709,PH06709,HDI,2,26,1,ph,-1,1.00000,MOB
thanhvdph06709,PH06709,HDI,1,24,1,ph,1,6.90000,MUL
thanhvdph06709,PH06709,HDI,3,27,1,ph,-1,0.00000,SOF
thanhvdph06709,PH06709,HDI,1,24,1,ph,1,6.70000,VIE
thanhvdph06709,PH06709,HDI,3,27,1,ph,-1,0.30000,WEB
vietntph06711,PH06711,HDI,1,24,3,ph,1,9.26667,COM
vietntph06711,PH06711,HDI,2,26,3,ph,1,9.90000,MOB
vietntph06711,PH06711,HDI,1,24,3,ph,1,8.70000,MUL
vietntph06711,PH06711,HDI,1,24,3,ph,1,8.40000,VIE
vietntph06711,PH06711,HDI,2,26,3,ph,1,9.36000,WEB
trungntph06712,PH06712,HDI,1,24,3,ph,1,8.60000,COM
trungntph06712,PH06712,HDI,1,24,3,ph,1,6.74000,ENT
trungntph06712,PH06712,HDI,2,26,3,ph,1,6.80000,MOB
trungntph06712,PH06712,HDI,1,24,3,ph,1,6.90000,MUL
trungntph06712,PH06712,HDI,1,24,3,ph,1,9.20000,VIE
trungntph06712,PH06712,HDI,2,26,3,ph,1,6.86000,WEB
longhph06713,PH06713,HDI,1,24,14,ph,1,7.03333,COM
longhph06713,PH06713,HDI,1,24,14,ph,-1,2.14545,ENT
longhph06713,PH06713,HDI,2,27,14,ph,1,2.97500,MOB
longhph06713,PH06713,HDI,1,24,14,ph,1,5.70000,MUL
longhph06713,PH06713,HDI,1,24,14,ph,-1,1.70000,VIE
longhph06713,PH06713,HDI,2,27,14,ph,0,3.60000,WEB
longhph06713,PH06713,TN2,3,29,14,ph,-1,0.00000,ENT
longhph06713,PH06713,TN2,3,29,14,ph,0,3.10000,MOB
longhph06713,PH06713,TN2,3,29,14,ph,1,7.40000,WEB
tuannqph06716,PH06716,HDI,1,24,3,ph,-1,4.13333,COM
tuannqph06716,PH06716,HDI,1,24,3,ph,1,2.52000,ENT
tuannqph06716,PH06716,HDI,2,26,3,ph,-1,2.80000,MOB
tuannqph06716,PH06716,HDI,1,24,3,ph,1,3.15000,MUL
tuannqph06716,PH06716,HDI,1,24,3,ph,-1,2.00000,VIE
tuannqph06716,PH06716,HDI,2,26,3,ph,-1,0.16000,WEB
tuannqph06716,PH06716,TN2,3,29,3,ph,1,7.60000,ENT
tuannqph06716,PH06716,TN2,3,29,3,ph,1,7.40000,WEB
anhphph06717,PH06717,HDI,1,24,1,ph,-1,6.86000,COM
anhphph06717,PH06717,HDI,1,24,1,ph,0,4.63333,ENT
anhphph06717,PH06717,HDI,2,26,1,ph,1,3.25000,MOB
anhphph06717,PH06717,HDI,1,24,1,ph,1,7.70000,MUL
anhphph06717,PH06717,HDI,3,27,1,ph,1,6.90000,SOF
anhphph06717,PH06717,HDI,1,24,1,ph,-1,0.00000,VIE
anhphph06717,PH06717,HDI,3,27,1,ph,-1,3.30000,WEB
annbph06722,PH06722,HDI,1,24,3,ph,1,6.26667,COM
annbph06722,PH06722,HDI,1,24,3,ph,1,6.91000,ENT
annbph06722,PH06722,HDI,2,26,3,ph,1,7.60000,MOB
annbph06722,PH06722,HDI,1,24,3,ph,1,6.80000,MUL
annbph06722,PH06722,HDI,1,24,3,ph,-1,1.40000,VIE
annbph06722,PH06722,HDI,2,26,3,ph,1,4.48000,WEB
thucnnph06723,PH06723,HDI,1,24,14,ph,1,4.83333,COM
thucnnph06723,PH06723,HDI,1,24,14,ph,0,2.76667,ENT
thucnnph06723,PH06723,HDI,2,26,14,ph,-1,2.75000,MOB
thucnnph06723,PH06723,HDI,1,24,14,ph,1,6.90000,MUL
thucnnph06723,PH06723,HDI,1,24,14,ph,1,5.00000,VIE
thucnnph06723,PH06723,HDI,2,26,14,ph,-1,2.16667,WEB
thucnnph06723,PH06723,TN2,2,27,14,ph,1,5.70000,COM
thucnnph06723,PH06723,TN2,2,27,14,ph,1,6.80000,MOB
thucnnph06723,PH06723,TN2,2,27,14,ph,0,6.45000,WEB
chidmph06725,PH06725,HDI,1,24,1,ph,1,7.56000,COM
chidmph06725,PH06725,HDI,1,24,1,ph,0,3.76667,ENT
chidmph06725,PH06725,HDI,2,26,1,ph,1,3.90000,MOB
chidmph06725,PH06725,HDI,1,24,1,ph,1,7.90000,MUL
chidmph06725,PH06725,HDI,3,27,1,ph,1,6.70000,SOF
chidmph06725,PH06725,HDI,1,24,1,ph,1,6.40000,VIE
chidmph06725,PH06725,HDI,3,27,1,ph,-1,4.00000,WEB
haichph06727,PH06727,HDI,1,24,14,ph,1,7.60000,COM
haichph06727,PH06727,HDI,1,24,14,ph,1,6.96000,ENT
haichph06727,PH06727,HDI,2,26,14,ph,1,6.60000,MOB
haichph06727,PH06727,HDI,1,24,14,ph,1,7.90000,MUL
haichph06727,PH06727,HDI,1,24,14,ph,1,5.70000,VIE
haichph06727,PH06727,HDI,2,26,14,ph,1,7.86667,WEB
duongtvph06728,PH06728,HDI,2,28,4,ph,1,7.30000,BUS
duongtvph06728,PH06728,HDI,1,24,1,ph,1,8.48000,COM
duongtvph06728,PH06728,HDI,2,28,4,ph,1,7.50000,DOM
duongtvph06728,PH06728,HDI,1,24,1,ph,1,6.28125,ENT
duongtvph06728,PH06728,HDI,2,28,4,ph,1,8.05000,MAR
duongtvph06728,PH06728,HDI,2,26,1,ph,1,5.10000,MOB
duongtvph06728,PH06728,HDI,1,24,1,ph,1,8.30000,MUL
duongtvph06728,PH06728,HDI,2,28,4,ph,-1,5.13333,PRE
duongtvph06728,PH06728,HDI,3,27,1,ph,-1,0.90000,SOF
duongtvph06728,PH06728,HDI,1,24,1,ph,1,6.80000,VIE
duongtvph06728,PH06728,HDI,3,27,1,ph,-1,3.65000,WEB
dangvhph06729,PH06729,HDI,1,24,14,ph,1,8.53333,COM
dangvhph06729,PH06729,HDI,1,24,14,ph,1,8.24000,ENT
dangvhph06729,PH06729,HDI,2,26,14,ph,1,7.02500,MOB
dangvhph06729,PH06729,HDI,1,24,14,ph,1,7.90000,MUL
dangvhph06729,PH06729,HDI,1,24,14,ph,1,7.90000,VIE
dangvhph06729,PH06729,HDI,2,26,14,ph,0,7.83333,WEB
dungdvph06730,PH06730,HDI,1,24,1,ph,1,9.42000,COM
dungdvph06730,PH06730,HDI,1,24,1,ph,1,8.23000,ENT
dungdvph06730,PH06730,HDI,2,26,1,ph,1,9.05000,MOB
dungdvph06730,PH06730,HDI,1,24,1,ph,1,8.20000,MUL
dungdvph06730,PH06730,HDI,3,27,1,ph,1,8.50000,SOF
dungdvph06730,PH06730,HDI,1,24,1,ph,1,7.90000,VIE
dungdvph06730,PH06730,HDI,3,27,1,ph,1,8.90000,WEB
congptph06736,PH06736,HDI,1,24,14,ph,1,6.66667,COM
congptph06736,PH06736,HDI,1,24,14,ph,1,5.68000,ENT
congptph06736,PH06736,HDI,2,26,14,ph,1,6.62500,MOB
congptph06736,PH06736,HDI,1,24,14,ph,1,7.00000,MUL
congptph06736,PH06736,HDI,1,24,14,ph,-1,0.60000,VIE
congptph06736,PH06736,HDI,2,26,14,ph,1,7.13333,WEB
hieumbmph06737,PH06737,HDI,1,24,1,ph,1,7.36000,COM
hieumbmph06737,PH06737,HDI,1,24,1,ph,0,2.63333,ENT
hieumbmph06737,PH06737,HDI,2,26,1,ph,1,4.15000,MOB
hieumbmph06737,PH06737,HDI,1,24,1,ph,1,7.40000,MUL
hieumbmph06737,PH06737,HDI,3,27,1,ph,0,3.90000,SOF
hieumbmph06737,PH06737,HDI,1,24,1,ph,1,5.80000,VIE
hieumbmph06737,PH06737,HDI,3,27,1,ph,-1,3.40000,WEB
tuanhdph06738,PH06738,HDI,1,24,3,ph,1,5.60000,COM
tuanhdph06738,PH06738,HDI,1,24,3,ph,1,5.04000,ENT
tuanhdph06738,PH06738,HDI,2,26,3,ph,0,4.70000,MOB
tuanhdph06738,PH06738,HDI,1,24,3,ph,1,6.00000,MUL
tuanhdph06738,PH06738,HDI,1,24,3,ph,1,5.20000,VIE
tuanhdph06738,PH06738,HDI,2,26,3,ph,1,5.28000,WEB
tuyenmtph06741,PH06741,HDI,1,24,14,ph,1,7.06667,COM
tuyenmtph06741,PH06741,HDI,1,24,14,ph,1,5.93000,ENT
tuyenmtph06741,PH06741,HDI,2,26,14,ph,1,5.20000,MOB
tuyenmtph06741,PH06741,HDI,1,24,14,ph,1,7.70000,MUL
tuyenmtph06741,PH06741,HDI,1,24,14,ph,1,7.50000,VIE
tuyenmtph06741,PH06741,HDI,2,26,14,ph,1,6.56667,WEB
ductvmph06742,PH06742,HDI,1,24,1,ph,1,8.50000,COM
ductvmph06742,PH06742,HDI,1,24,1,ph,1,8.35000,ENT
ductvmph06742,PH06742,HDI,2,26,1,ph,1,6.20000,MOB
ductvmph06742,PH06742,HDI,1,24,1,ph,1,7.70000,MUL
ductvmph06742,PH06742,HDI,3,27,1,ph,-1,4.40000,SOF
ductvmph06742,PH06742,HDI,1,24,1,ph,1,7.60000,VIE
ductvmph06742,PH06742,HDI,3,27,1,ph,1,6.80000,WEB
vudmph06744,PH06744,HDI,1,24,3,ph,1,5.80000,COM
vudmph06744,PH06744,HDI,1,24,3,ph,0,2.56667,ENT
vudmph06744,PH06744,HDI,2,26,3,ph,1,5.70000,MOB
vudmph06744,PH06744,HDI,1,24,3,ph,1,6.55000,MUL
vudmph06744,PH06744,HDI,1,24,3,ph,0,2.40000,VIE
vudmph06744,PH06744,HDI,2,26,3,ph,1,2.52000,WEB
hieuttph06748,PH06748,HDI,1,24,1,ph,1,9.02000,COM
hieuttph06748,PH06748,HDI,1,24,1,ph,1,7.74000,ENT
hieuttph06748,PH06748,HDI,2,26,1,ph,1,8.45000,MOB
hieuttph06748,PH06748,HDI,1,24,1,ph,1,7.20000,MUL
hieuttph06748,PH06748,HDI,3,27,1,ph,1,8.40000,SOF
hieuttph06748,PH06748,HDI,1,24,1,ph,1,8.20000,VIE
hieuttph06748,PH06748,HDI,3,27,1,ph,1,8.65000,WEB
hoahtph06754,PH06754,HDI,1,24,3,ph,1,7.53333,COM
hoahtph06754,PH06754,HDI,1,24,3,ph,1,7.07000,ENT
hoahtph06754,PH06754,HDI,2,26,3,ph,0,5.90000,MOB
hoahtph06754,PH06754,HDI,1,24,3,ph,1,7.50000,MUL
hoahtph06754,PH06754,HDI,1,24,3,ph,1,7.00000,VIE
hoahtph06754,PH06754,HDI,2,26,3,ph,1,6.84000,WEB
trungvdph06755,PH06755,HDI,1,24,1,ph,1,9.52000,COM
trungvdph06755,PH06755,HDI,1,24,1,ph,1,8.86000,ENT
trungvdph06755,PH06755,HDI,2,26,1,ph,1,6.25000,MOB
trungvdph06755,PH06755,HDI,1,24,1,ph,1,8.70000,MUL
trungvdph06755,PH06755,HDI,3,27,1,ph,1,8.30000,SOF
trungvdph06755,PH06755,HDI,1,24,1,ph,1,9.00000,VIE
trungvdph06755,PH06755,HDI,3,27,1,ph,1,8.15000,WEB
tungpnph06758,PH06758,HDI,1,24,3,ph,1,6.86667,COM
tungpnph06758,PH06758,HDI,2,26,3,ph,1,6.10000,MOB
tungpnph06758,PH06758,HDI,1,24,3,ph,1,7.55000,MUL
tungpnph06758,PH06758,HDI,1,24,3,ph,1,6.50000,VIE
tungpnph06758,PH06758,HDI,2,26,3,ph,1,6.70000,WEB
thanhnkph06759,PH06759,HDI,1,24,1,ph,1,9.40000,COM
thanhnkph06759,PH06759,HDI,1,24,1,ph,1,7.99000,ENT
thanhnkph06759,PH06759,HDI,2,26,1,ph,1,7.85000,MOB
thanhnkph06759,PH06759,HDI,1,24,1,ph,1,8.40000,MUL
thanhnkph06759,PH06759,HDI,3,27,1,ph,1,8.70000,SOF
thanhnkph06759,PH06759,HDI,1,24,1,ph,1,7.60000,VIE
thanhnkph06759,PH06759,HDI,3,27,1,ph,1,8.70000,WEB
hoangnqph06760,PH06760,HDI,1,24,1,ph,1,8.80000,COM
hoangnqph06760,PH06760,HDI,1,24,1,ph,-1,4.20000,ENT
hoangnqph06760,PH06760,HDI,2,26,1,ph,1,9.20000,MOB
hoangnqph06760,PH06760,HDI,1,24,1,ph,1,8.90000,MUL
hoangnqph06760,PH06760,HDI,3,27,1,ph,1,9.00000,SOF
hoangnqph06760,PH06760,HDI,1,24,1,ph,-1,0.00000,VIE
hoangnqph06760,PH06760,HDI,3,27,1,ph,1,8.65000,WEB
haitgph06761,PH06761,HDI,1,24,14,ph,1,9.00000,COM
haitgph06761,PH06761,HDI,1,24,14,ph,1,6.70000,ENT
haitgph06761,PH06761,HDI,2,26,14,ph,1,7.70000,MOB
haitgph06761,PH06761,HDI,1,24,14,ph,1,9.10000,MUL
haitgph06761,PH06761,HDI,1,24,14,ph,1,7.90000,VIE
haitgph06761,PH06761,HDI,2,26,14,ph,1,8.16667,WEB
hantph06762,PH06762,HDI,1,24,3,ph,1,7.40000,COM
